embedding_row,sample_id,duplicate_group_id,month
930,R003784,G003420,2021-08
931,R003785,G000668,2021-08
932,R003786,G000947,2021-08
933,R003787,G000669,2021-08
934,R003788,G003527,2021-08
935,R003789,G000214,2021-08
936,R003790,G001588,2021-08
937,R003791,G004302,2021-08
938,R003792,G001737,2021-08
939,R003793,G001242,2021-08
940,R003794,G005101,2021-08
941,R003795,G003788,2021-08
942,R003796,G003656,2021-08
943,R003797,G002134,2021-08
944,R003798,G001920,2021-08
945,R003799,G005291,2021-08
946,R003800,G001876,2021-08
947,R003801,G000462,2021-08
948,R003802,G000075,2021-08
949,R003803,G002322,2021-08
950,R003804,G001589,2021-08
951,R003805,G000079,2021-08
952,R003806,G002105,2021-08
953,R003807,G004775,2021-08
954,R003808,G000861,2021-08
955,R003809,G004837,2021-08
956,R003810,G001275,2021-08
957,R003811,G001819,2021-08
958,R003812,G003479,2021-08
959,R003813,G000050,2021-08
960,R003814,G005293,2021-08
961,R003815,G002555,2021-08
962,R003816,G005305,2021-08
963,R003817,G000307,2021-08
964,R003818,G001550,2021-08
965,R003819,G002016,2021-08
966,R003820,G004020,2021-08
967,R003821,G003048,2021-08
968,R003822,G004656,2021-08
969,R003823,G003841,2021-08
970,R003824,G005354,2021-08
971,R003825,G003342,2021-08
972,R003826,G004465,2021-08
973,R003827,G001578,2021-08
974,R003828,G003444,2021-08
975,R003829,G004711,2021-08
976,R003830,G004580,2021-08
977,R003831,G001044,2021-08
978,R003832,G001016,2021-08
979,R003833,G001522,2021-08
980,R003834,G003434,2021-08
981,R003835,G001548,2021-08
982,R004382,G003330,2021-08
983,R004383,G002860,2021-08
984,R004384,G004882,2021-08
985,R004385,G000203,2021-08
986,R004386,G001810,2021-08
987,R004387,G005321,2021-08
988,R004388,G004483,2021-08
989,R004389,G000007,2021-08
990,R004390,G004170,2021-08
991,R004391,G000253,2021-08
992,R004392,G003169,2021-08
993,R004393,G004610,2021-08
994,R004394,G005114,2021-08
995,R004395,G000712,2021-08
996,R004396,G001297,2021-08
997,R004397,G003914,2021-08
998,R004398,G005165,2021-08
999,R004399,G002727,2021-08
1000,R004400,G000202,2021-08
1001,R004401,G003564,2021-08
1002,R004402,G000592,2021-08
1003,R004403,G004611,2021-08
1004,R004404,G004557,2021-08
1005,R004405,G001166,2021-08
1006,R004406,G001128,2021-08
1007,R004407,G004670,2021-08
1008,R004408,G002420,2021-08
1009,R004409,G003757,2021-08
1010,R004410,G003409,2021-08
1011,R004411,G000281,2021-08
1012,R004412,G001094,2021-08
1013,R004413,G000883,2021-08
1014,R004414,G003421,2021-08
1015,R004415,G002741,2021-08
1016,R004416,G000064,2021-08
1017,R004417,G002670,2021-08
1018,R004418,G003648,2021-08
1019,R004419,G003318,2021-08
1020,R004420,G005028,2021-08
1021,R004421,G004494,2021-08
1022,R004422,G004358,2021-08
1023,R004423,G000988,2021-08
1024,R004424,G004865,2021-08
1025,R004425,G000014,2021-08
1026,R004426,G002446,2021-08
1027,R004427,G000314,2021-08
1028,R004428,G000639,2021-08
1029,R004429,G003612,2021-08
1030,R004430,G000642,2021-08
1031,R004431,G000648,2021-08
1032,R004432,G004777,2021-08
1033,R004433,G000667,2021-08
1034,R004434,G002628,2021-08
1035,R004435,G002789,2021-08
1036,R004436,G004780,2021-08
1037,R004437,G002212,2021-08
1038,R004438,G000640,2021-08
1039,R004439,G002207,2021-08
1040,R004440,G004200,2021-08
1041,R004441,G003538,2021-08
1042,R004442,G003101,2021-08
1043,R004443,G001512,2021-08
1044,R004444,G002915,2021-08
1045,R004445,G001543,2021-08
1046,R004446,G003827,2021-08
1047,R004447,G002899,2021-08
1048,R004448,G004297,2021-08
1049,R004449,G001289,2021-08
1050,R004450,G004005,2021-08
1051,R004451,G000093,2021-08
1052,R004452,G000424,2021-08
1053,R004453,G003069,2021-08
1054,R004454,G005315,2021-08
1055,R004455,G002513,2021-08
1056,R004456,G001608,2021-08
1057,R004457,G000100,2021-08
1058,R004458,G001302,2021-08
1059,R004459,G001782,2021-08
1060,R004460,G000457,2021-08
1061,R004461,G003934,2021-08
1062,R004462,G003339,2021-08
1063,R004463,G000559,2021-08
1064,R004464,G000739,2021-08
1065,R004465,G001647,2021-08
1066,R004466,G001619,2021-08
1067,R004467,G004050,2021-08
1068,R004468,G003286,2021-08
1069,R004469,G000142,2021-08
1070,R004470,G000399,2021-08
1071,R004471,G002480,2021-08
1072,R004472,G005267,2021-08
1073,R004473,G002880,2021-08
1074,R004474,G001720,2021-08
1075,R004475,G005054,2021-08
1076,R004476,G005126,2021-08
1077,R004477,G003628,2021-08
1078,R004478,G004797,2021-08
1079,R004479,G001713,2021-08
1080,R004480,G005145,2021-08
1081,R004481,G003188,2021-08
1082,R004482,G004291,2021-08
1083,R004483,G005071,2021-08
1084,R004484,G003845,2021-08
1085,R004485,G002540,2021-08
1086,R004486,G005070,2021-08
1087,R004487,G001272,2021-08
1088,R004488,G001285,2021-08
1089,R004489,G001773,2021-08
1090,R004490,G004625,2021-08
1091,R004491,G000430,2021-08
1092,R004492,G003305,2021-08
1093,R004493,G003832,2021-08
1094,R004494,G004318,2021-08
1095,R004495,G000848,2021-08
1096,R004496,G005039,2021-08
1097,R004497,G002327,2021-08
1098,R004498,G003204,2021-08
1099,R004499,G000769,2021-08
1100,R004500,G004518,2021-08
1101,R004501,G002649,2021-08
1102,R004502,G002802,2021-08
1103,R004503,G001941,2021-08
1104,R004504,G003528,2021-08
1105,R004505,G002361,2021-08
1106,R004506,G000091,2021-08
1107,R004507,G004438,2021-08
1108,R004508,G004949,2021-08
1109,R004509,G004150,2021-08
1110,R004510,G000109,2021-08
1111,R004511,G002464,2021-08
1112,R004512,G003009,2021-08
1113,R004513,G002484,2021-08
1114,R004514,G000135,2021-08
1115,R004515,G000905,2021-08
1116,R004516,G002488,2021-08
1117,R004517,G001413,2021-08
1118,R004518,G001562,2021-08
1119,R004519,G000749,2021-08
1120,R004520,G001775,2021-08
1121,R004521,G005380,2021-08
1122,R004522,G002919,2021-08
1123,R004523,G000132,2021-08
1124,R004524,G002141,2021-08
1125,R004525,G004109,2021-08
1126,R004526,G002423,2021-08
1127,R004527,G001315,2021-08
1128,R004528,G003977,2021-08
1129,R004529,G001660,2021-08
1130,R004530,G003572,2021-08
1131,R004531,G002980,2021-08
1132,R004532,G003378,2021-08
1133,R004533,G003592,2021-08
1134,R004534,G000999,2021-08
1135,R004535,G000246,2021-08
1136,R004536,G004081,2021-08
1137,R004537,G003885,2021-08
1138,R004538,G004485,2021-08
1139,R004539,G003471,2021-08
1140,R004540,G004828,2021-08
1141,R004541,G003933,2021-08
1142,R004542,G005094,2021-08
1143,R004543,G004839,2021-08
1144,R004544,G003544,2021-08
1145,R004545,G004675,2021-08
1146,R004546,G002912,2021-08
1147,R004547,G003189,2021-08
1148,R004548,G004479,2021-08
1149,R004549,G001069,2021-08
1150,R004550,G001998,2021-08
1151,R004551,G004749,2021-08
1152,R004552,G001658,2021-08
1153,R004553,G003410,2021-08
1154,R004554,G002477,2021-08
1155,R004555,G001349,2021-08
1156,R004556,G001515,2021-08
1157,R004557,G003396,2021-08
1158,R004558,G003147,2021-08
1159,R004559,G002798,2021-08
1160,R004560,G000699,2021-08
1161,R004561,G003039,2021-08
1162,R004562,G003801,2021-08
1163,R004563,G002357,2021-08
1164,R004564,G002276,2021-08
1165,R004565,G003762,2021-08
1166,R004566,G003808,2021-08
1167,R004567,G002901,2021-08
1168,R004568,G004835,2021-08
1169,R004569,G000274,2021-08
1170,R004570,G003303,2021-08
1171,R004571,G001352,2021-08
1172,R004572,G001622,2021-08
1173,R004573,G002497,2021-08
1174,R004574,G001414,2021-08
1175,R004575,G001214,2021-08
1176,R004576,G002022,2021-08
1177,R004577,G002532,2021-08
1178,R004578,G003990,2021-08
1179,R004579,G001224,2021-08
1180,R004580,G002498,2021-08
1181,R004581,G002051,2021-08
1182,R004582,G004594,2021-08
1183,R004583,G001868,2021-08
1184,R004584,G004172,2021-08
1185,R004585,G000786,2021-08
1186,R004586,G003953,2021-08
1187,R004587,G001078,2021-08
1188,R004588,G004920,2021-08
1189,R004589,G002376,2021-08
1190,R004590,G002329,2021-08
1191,R004591,G000010,2021-08
1192,R004592,G002703,2021-08
1193,R004593,G003874,2021-08
1194,R004594,G003343,2021-08
1195,R004595,G003981,2021-08
1196,R004596,G001132,2021-08
1197,R004597,G002592,2021-08
1198,R004598,G000721,2021-08
1199,R004599,G004317,2021-08
1200,R004600,G003358,2021-08
1201,R004601,G003954,2021-08
1202,R004602,G001858,2021-08
1203,R004603,G004276,2021-08
1204,R004604,G002239,2021-08
1205,R004605,G004509,2021-08
1206,R004606,G000260,2021-08
1207,R004607,G001248,2021-08
1208,R004608,G004859,2021-08
1209,R004609,G004160,2021-08
1210,R004610,G000845,2021-08
1211,R004611,G000612,2021-08
1212,R004612,G002101,2021-08
1213,R004613,G005007,2021-08
1214,R004614,G003185,2021-08
1215,R004615,G002229,2021-08
1216,R004616,G001981,2021-08
1217,R004617,G004803,2021-08
1218,R004618,G000420,2021-08
1219,R004619,G003519,2021-08
1220,R004620,G005273,2021-08
1221,R004621,G004072,2021-08
1222,R004622,G004002,2021-08
1223,R004623,G000425,2021-08
1224,R004624,G001505,2021-08
1225,R004625,G003844,2021-08
1226,R004626,G003281,2021-08
1227,R004627,G003690,2021-08
1228,R004628,G002743,2021-08
1229,R004629,G003837,2021-08
1230,R004630,G004830,2021-08
1231,R004631,G004576,2021-08
1232,R004632,G003255,2021-08
1233,R004633,G002845,2021-08
1234,R004634,G001686,2021-08
1235,R004635,G002814,2021-08
1236,R004636,G002615,2021-08
1237,R004637,G002785,2021-08
1238,R004638,G000500,2021-08
1239,R004639,G001942,2021-08
1240,R004640,G001948,2021-08
1241,R004641,G001560,2021-08
1242,R004642,G002405,2021-08
1243,R004643,G003429,2021-08
1244,R004644,G004363,2021-08
1245,R004645,G002569,2021-08
1246,R004646,G004412,2021-08
1247,R004647,G003044,2021-08
1248,R004648,G005079,2021-08
1249,R004649,G003988,2021-08
1250,R004650,G000279,2021-08
1251,R004651,G003484,2021-08
1252,R004652,G001769,2021-08
1253,R004653,G004716,2021-08
1254,R004654,G001991,2021-08
1255,R004655,G001311,2021-08
1256,R004656,G003107,2021-08
1257,R004657,G000380,2021-08
1258,R004658,G003736,2021-08
1259,R004659,G000237,2021-08
1260,R004660,G000859,2021-08
1261,R004661,G001955,2021-08
1262,R004662,G004356,2021-08
1263,R004663,G001420,2021-08
1264,R004664,G005043,2021-08
1265,R004665,G000611,2021-08
1266,R004666,G005025,2021-08
1267,R004667,G004341,2021-08
1268,R004668,G003179,2021-08
1269,R004669,G003295,2021-08
1270,R004670,G005404,2021-08
1271,R004671,G003896,2021-08
1272,R004672,G001493,2021-08
1273,R004673,G004725,2021-08
1274,R004674,G004778,2021-08
1275,R004675,G000122,2021-08
1276,R004676,G005032,2021-08
1277,R004677,G001330,2021-08
1278,R004678,G001452,2021-08
1279,R004679,G001546,2021-08
1280,R004680,G002000,2021-08
1281,R004681,G001374,2021-08
1282,R004682,G002541,2021-08
1283,R004683,G005194,2021-08
1284,R004684,G000041,2021-08
1285,R004685,G004673,2021-08
1286,R004686,G000716,2021-08
1287,R004687,G005124,2021-08
1288,R004688,G000942,2021-08
1289,R004689,G000215,2021-08
1290,R004690,G000410,2021-08
1291,R004691,G001535,2021-08
1292,R004692,G005166,2021-08
1293,R004693,G001052,2021-08
1294,R004694,G000249,2021-08
1295,R004695,G001287,2021-08
1296,R004696,G005171,2021-08
1297,R004697,G002256,2021-08
1298,R004698,G001118,2021-08
1299,R004699,G001726,2021-08
1300,R004700,G001250,2021-08
1301,R004701,G001966,2021-08
1302,R004702,G003796,2021-08
1303,R004703,G003625,2021-08
1304,R004704,G004340,2021-08
1305,R004705,G004281,2021-08
1306,R004706,G003457,2021-08
1307,R004707,G004661,2021-08
1308,R004708,G004536,2021-08
1309,R004709,G002455,2021-08
1310,R004710,G004540,2021-08
1311,R004711,G002067,2021-08
1312,R004712,G003394,2021-08
1313,R004713,G005148,2021-08
1314,R004714,G003159,2021-08
1315,R004715,G002573,2021-08
1316,R004716,G000547,2021-08
1317,R004717,G004041,2021-08
1318,R004718,G001888,2021-08
1319,R004719,G002842,2021-08
1320,R004720,G003498,2021-08
1321,R004721,G003701,2021-08
1322,R004722,G003716,2021-08
1323,R004723,G001527,2021-08
1324,R004724,G004379,2021-08
1325,R004725,G003290,2021-08
1326,R004726,G002695,2021-08
1327,R004727,G001651,2021-08
1328,R004728,G005274,2021-08
1329,R004729,G000963,2021-08
1330,R004730,G004840,2021-08
1331,R004731,G002135,2021-08
1332,R004732,G002194,2021-08
1333,R004733,G002837,2021-08
1334,R004734,G000776,2021-08
1335,R004735,G004566,2021-08
1336,R004736,G002106,2021-08
1337,R004737,G001802,2021-08
1338,R004738,G004633,2021-08
1339,R004739,G001239,2021-08
1340,R004740,G000926,2021-08
1341,R004741,G004874,2021-08
1342,R004742,G001046,2021-08
1343,R004743,G000269,2021-08
1344,R004744,G000593,2021-08
1345,R004745,G003909,2021-08
1346,R004746,G004632,2021-08
1347,R004747,G000962,2021-08
1348,R004748,G004346,2021-08
1349,R004749,G004229,2021-08
1350,R004750,G004891,2021-08
1351,R004751,G005327,2021-08
1352,R004752,G003235,2021-08
1353,R004753,G000752,2021-08
1354,R004754,G003821,2021-08
1355,R004755,G001617,2021-08
1356,R004756,G000649,2021-08
1357,R004757,G000545,2021-08
1358,R004758,G003635,2021-08
1359,R004759,G004791,2021-08
1360,R004760,G000647,2021-08
1361,R004761,G000352,2021-08
1362,R004762,G003663,2021-08
1363,R004763,G003698,2021-08
1364,R004764,G003838,2021-08
1365,R004765,G001650,2021-08
1366,R004766,G004905,2021-08
1367,R004767,G002747,2021-08
1368,R004768,G000144,2021-08
1369,R004769,G002882,2021-08
1370,R004770,G001551,2021-08
1371,R004771,G004490,2021-08
1372,R004772,G003232,2021-08
1373,R004773,G004954,2021-08
1374,R004774,G004517,2021-08
1375,R004775,G002349,2021-08
1376,R004776,G001899,2021-08
1377,R004777,G001777,2021-08
1378,R004778,G003673,2021-08
1379,R004779,G002326,2021-08
1380,R004780,G000973,2021-08
1381,R004781,G003224,2021-08
1382,R004782,G002204,2021-08
1383,R004783,G004222,2021-08
1384,R004784,G003070,2021-08
1385,R004785,G005031,2021-08
1386,R004786,G004713,2021-08
1387,R004787,G003225,2021-08
1388,R004788,G001029,2021-08
1389,R004789,G001147,2021-08
1390,R004790,G004689,2021-08
1391,R004791,G000633,2021-08
1392,R004792,G000753,2021-08
1393,R004793,G000780,2021-08
1394,R004794,G002308,2021-08
1395,R004795,G002795,2021-08
1396,R004796,G001281,2021-08
1397,R004797,G002611,2021-08
1398,R004798,G002472,2021-08
1399,R004799,G000034,2021-08
1400,R004800,G002374,2021-08
1401,R004801,G001203,2021-08
1402,R004802,G002564,2021-08
1403,R004803,G001645,2021-08
1404,R004804,G004131,2021-08
1405,R004805,G000901,2021-08
1406,R004806,G000256,2021-08
1407,R004807,G000117,2021-08
1408,R004808,G000980,2021-08
1409,R004809,G003018,2021-08
1410,R004810,G004471,2021-08
1411,R004811,G003587,2021-08
1412,R004812,G001322,2021-08
1413,R004813,G002056,2021-08
1414,R004814,G000632,2021-08
1415,R004815,G001028,2021-08
1416,R004816,G002372,2021-08
1417,R004817,G002163,2021-08
1418,R004818,G004906,2021-08
1419,R004819,G003581,2021-08
1420,R004820,G001432,2021-08
1421,R004821,G002344,2021-08
1422,R004822,G002185,2021-08
1423,R004823,G002594,2021-08
1424,R004824,G001158,2021-08
1425,R004825,G003403,2021-08
1426,R004826,G000680,2021-08
1427,R004827,G000210,2021-08
1428,R004828,G003795,2021-08
1429,R004829,G005345,2021-08
1430,R004830,G002226,2021-08
1431,R004831,G001027,2021-08
1432,R004832,G004216,2021-08
1433,R004833,G003672,2021-08
1434,R004834,G000228,2021-08
1435,R004835,G003488,2021-08
1436,R004836,G004693,2021-08
1437,R004837,G000045,2021-08
1438,R004838,G001628,2021-08
1439,R004839,G001353,2021-08
1440,R004840,G000185,2021-08
1441,R004841,G001862,2021-08
1442,R004842,G004997,2021-08
1443,R004843,G001869,2021-08
1444,R004844,G002325,2021-08
1445,R004845,G003957,2021-08
1446,R004846,G004372,2021-08
1447,R004847,G002113,2021-08
1448,R004848,G002770,2021-08
1449,R004849,G003642,2021-08
1450,R004850,G004985,2021-08
1451,R004851,G001928,2021-08
1452,R004852,G001431,2021-08
1453,R004853,G004287,2021-08
1454,R004854,G004662,2021-08
1455,R004855,G002290,2021-08
1456,R004856,G000783,2021-08
1457,R004857,G000020,2021-08
1458,R004858,G000708,2021-08
1459,R004859,G004745,2021-08
1460,R004860,G003704,2021-08
1461,R004861,G004300,2021-08
1462,R004862,G001411,2021-08
1463,R004863,G004038,2021-08
1464,R004864,G001136,2021-08
1465,R004865,G002696,2021-08
1466,R004866,G004481,2021-08
1467,R004867,G001309,2021-08
1468,R004868,G001487,2021-08
1469,R004869,G004326,2021-08
1470,R004870,G000750,2021-08
1471,R004871,G003327,2021-08
1472,R004872,G004776,2021-08
1473,R004873,G004124,2021-08
1474,R004874,G001278,2021-08
1475,R004875,G005287,2021-08
1476,R004876,G002969,2021-08
1477,R004877,G002285,2021-08
1478,R004878,G005376,2021-08
1479,R004879,G002993,2021-08
1480,R004880,G002139,2021-08
1481,R004881,G003682,2021-08
1482,R004882,G002393,2021-08
1483,R004883,G003943,2021-08
1484,R004884,G003066,2021-08
1485,R004885,G000679,2021-08
1486,R004886,G001815,2021-08
1487,R004887,G004185,2021-08
1488,R004888,G005160,2021-08
1489,R004889,G000779,2021-08
1490,R004890,G003395,2021-08
1491,R004891,G001620,2021-08
1492,R004892,G005112,2021-08
1493,R004893,G000552,2021-08
1494,R004894,G002956,2021-08
1495,R004895,G005365,2021-08
1496,R004896,G003590,2021-08
1497,R004897,G004166,2021-08
1498,R004898,G004593,2021-08
1499,R004899,G004439,2021-08
1500,R004900,G000787,2021-08
1501,R004901,G004121,2021-08
1502,R004902,G002971,2021-08
1503,R004903,G001576,2021-08
1504,R004904,G002164,2021-08
1505,R004905,G002843,2021-08
1506,R004906,G004848,2021-08
1507,R004907,G003422,2021-08
1508,R004908,G002866,2021-08
1509,R004909,G004763,2021-08
1510,R004910,G004240,2021-08
1511,R004911,G003916,2021-08
1512,R004912,G002597,2021-08
1513,R004913,G004570,2021-08
1514,R004914,G004431,2021-08
1515,R004915,G000982,2021-08
1516,R004916,G004033,2021-08
1517,R004917,G003494,2021-08
1518,R004918,G004111,2021-08
1519,R004919,G001350,2021-08
1520,R004920,G002474,2021-08
1521,R004921,G003478,2021-08
1522,R004922,G005067,2021-08
1523,R004923,G005346,2021-08
1524,R004924,G002140,2021-08
1525,R004925,G004059,2021-08
1526,R004926,G001867,2021-08
1527,R004927,G003177,2021-08
1528,R004928,G004976,2021-08
1529,R004929,G003125,2021-08
1530,R004930,G003765,2021-08
1531,R004931,G001186,2021-08
1532,R004932,G004148,2021-08
1533,R004933,G003918,2021-08
1534,R004934,G000831,2021-08
1535,R004935,G005306,2021-08
1536,R004936,G002528,2021-08
1537,R004937,G003121,2021-08
1538,R004938,G003938,2021-08
1539,R004939,G003982,2021-08
1540,R004940,G004717,2021-08
1541,R004941,G004457,2021-08
1542,R004942,G000171,2021-08
1543,R004943,G001843,2021-08
1544,R004944,G003706,2021-08
1545,R004945,G005056,2021-08
1546,R004946,G003279,2021-08
1547,R004947,G004676,2021-08
1548,R004948,G000378,2021-08
1549,R004949,G000335,2021-08
1550,R004950,G000236,2021-08
1551,R004951,G000447,2021-08
1552,R004952,G002024,2021-08
1553,R004953,G002951,2021-08
1554,R004954,G001381,2021-08
1555,R004955,G003452,2021-08
1556,R004956,G002268,2021-08
1557,R004957,G000748,2021-08
1558,R004958,G000354,2021-08
1559,R004959,G000336,2021-08
1560,R004960,G003242,2021-08
1561,R004961,G002292,2021-08
1562,R004962,G000767,2021-08
1563,R004963,G002952,2021-08
1564,R004964,G001736,2021-08
1565,R004965,G003336,2021-08
1566,R004966,G002329,2021-08
1567,R004967,G003460,2021-08
1568,R004968,G003419,2021-08
1569,R004969,G000939,2021-08
1570,R004970,G000863,2021-08
1571,R004971,G003418,2021-08
1572,R004972,G001610,2021-08
1573,R004973,G002478,2021-08
1574,R004974,G000009,2021-08
1575,R004975,G000703,2021-08
1576,R004976,G004074,2021-08
1577,R004977,G004217,2021-08
1578,R004978,G005211,2021-08
1579,R004979,G000446,2021-08
1580,R004980,G001735,2021-08
1581,R004981,G003142,2021-08
1582,R004982,G000738,2021-08
1583,R004983,G003968,2021-08
1584,R004984,G004658,2021-08
1585,R004985,G005337,2021-08
1586,R004986,G002840,2021-08
1587,R004987,G000806,2021-08
1588,R004988,G000273,2021-08
1589,R004989,G002271,2021-08
1590,R004990,G003883,2021-08
1591,R004991,G002599,2021-08
1592,R004992,G003203,2021-08
1593,R004993,G005254,2021-08
1594,R004994,G005086,2021-08
1595,R004995,G001627,2021-08
1596,R004996,G000992,2021-08
1597,R004997,G004105,2021-08
1598,R004998,G003855,2021-08
1599,R004999,G005209,2021-08
1600,R005000,G004315,2021-08
1601,R005001,G002469,2021-08
1602,R005002,G003432,2021-08
1603,R005003,G000777,2021-08
1604,R005004,G000247,2021-08
1605,R005005,G005182,2021-08
1606,R005006,G000664,2021-08
1607,R005007,G002531,2021-08
1608,R005008,G004798,2021-08
1609,R005009,G002424,2021-08
1610,R005010,G002752,2021-08
1611,R005011,G004104,2021-08
1612,R005012,G005164,2021-08
1613,R005013,G001999,2021-08
1614,R005014,G004499,2021-08
1615,R005015,G000925,2021-08
1616,R005016,G003254,2021-08
1617,R005017,G000152,2021-08
1618,R005018,G001390,2021-08
1619,R005019,G004323,2021-08
1620,R005020,G003272,2021-08
1621,R005021,G000391,2021-08
1622,R005022,G003021,2021-08
1623,R005023,G000969,2021-08
1624,R005024,G002791,2021-08
1625,R005025,G001606,2021-08
1626,R005026,G000774,2021-08
1627,R005027,G003898,2021-08
1628,R005028,G003985,2021-08
1629,R005029,G004651,2021-08
1630,R005030,G004925,2021-08
1631,R005031,G003679,2021-08
1632,R005032,G003812,2021-08
1633,R005033,G005062,2021-08
1634,R005034,G003770,2021-08
1635,R005035,G004582,2021-08
1636,R005036,G004337,2021-08
1637,R005037,G002293,2021-08
1638,R005038,G004645,2021-08
1639,R005039,G001496,2021-08
1640,R005040,G005162,2021-08
1641,R005041,G003211,2021-08
1642,R005042,G002146,2021-08
1643,R005043,G000501,2021-08
1644,R005044,G000557,2021-08
1645,R005045,G004171,2021-08
1646,R005046,G001187,2021-08
1647,R005047,G001705,2021-08
1648,R005048,G003360,2021-08
1649,R005049,G004774,2021-08
1650,R005050,G000277,2021-08
1651,R005051,G002166,2021-08
1652,R005052,G001885,2021-08
1653,R005053,G000595,2021-08
1654,R005054,G003862,2021-08
1655,R005055,G001097,2021-08
1656,R005056,G004237,2021-08
1657,R005057,G002820,2021-08
1658,R005058,G003714,2021-08
1659,R005059,G000154,2021-08
1660,R005060,G000627,2021-08
1661,R005061,G000474,2021-08
1662,R005062,G002624,2021-08
1663,R005063,G002355,2021-08
1664,R005064,G004448,2021-08
1665,R005065,G002526,2021-08
1666,R005066,G004427,2021-08
1667,R005067,G004207,2021-08
1668,R005068,G000197,2021-08
1669,R005069,G001301,2021-08
1670,R005070,G000928,2021-08
1671,R005071,G002371,2021-08
1672,R005072,G000392,2021-08
1673,R005073,G004841,2021-08
1674,R005074,G005178,2021-08
1675,R005075,G002449,2021-08
1676,R005076,G002730,2021-08
1677,R005077,G002796,2021-08
1678,R005078,G004403,2021-08
1679,R005079,G004530,2021-08
1680,R005080,G000796,2021-08
1681,R005081,G000013,2021-08
1682,R005082,G004615,2021-08
1683,R005083,G001020,2021-08
1684,R005084,G001924,2021-08
1685,R005085,G003214,2021-08
1686,R005086,G003631,2021-08
1687,R005087,G000305,2021-08
1688,R005088,G002197,2021-08
1689,R005089,G005073,2021-08
1690,R005090,G002781,2021-08
1691,R005091,G002432,2021-08
1692,R005092,G005206,2021-08
1693,R005093,G000807,2021-08
1694,R005094,G002812,2021-08
1695,R005095,G002737,2021-08
1696,R005096,G001444,2021-08
1697,R005097,G002070,2021-08
1698,R005098,G004146,2021-08
1699,R005099,G002596,2021-08
1700,R005100,G002689,2021-08
1701,R005101,G001834,2021-08
1702,R005102,G000941,2021-08
1703,R005103,G000294,2021-08
1704,R005104,G002561,2021-08
1705,R005105,G000440,2021-08
1706,R005106,G001102,2021-08
1707,R005107,G003376,2021-08
1708,R005108,G002495,2021-08
1709,R005109,G003243,2021-08
1710,R005110,G005122,2021-08
1711,R005111,G002168,2021-08
1712,R005112,G001921,2021-08
1713,R005113,G001762,2021-08
1714,R005114,G001228,2021-08
1715,R005115,G004242,2021-08
1716,R005116,G001667,2021-08
1717,R005117,G001880,2021-08
1718,R005118,G001669,2021-08
1719,R005119,G003822,2021-08
1720,R005120,G001732,2021-08
1721,R005121,G001982,2021-08
1722,R005122,G001611,2021-08
1723,R005123,G000184,2021-08
1724,R005124,G005347,2021-08
1725,R005125,G004529,2021-08
1726,R005126,G000936,2021-08
1727,R005127,G001231,2021-08
1728,R005128,G005100,2021-08
1729,R005129,G003269,2021-08
1730,R005130,G004602,2021-08
1731,R005131,G004350,2021-08
1732,R005132,G003258,2021-08
1733,R005133,G002222,2021-08
1734,R005134,G003106,2021-08
1735,R005135,G001759,2021-08
1736,R005136,G003819,2021-08
1737,R005137,G004708,2021-08
1738,R005138,G000163,2021-08
1739,R005139,G005121,2021-08
1740,R005140,G003389,2021-08
1741,R005141,G003058,2021-08
1742,R005142,G001879,2021-08
1743,R005143,G005074,2021-08
1744,R005144,G001838,2021-08
1745,R005145,G002821,2021-08
1746,R005146,G001387,2021-08
1747,R005147,G000032,2021-08
1748,R005148,G003777,2021-08
1749,R005149,G002867,2021-08
1750,R005150,G000366,2021-08
1751,R005151,G002172,2021-08
1752,R005152,G001226,2021-08
1753,R005153,G005096,2021-08
1754,R005154,G004489,2021-08
1755,R005155,G002241,2021-08
1756,R005156,G005176,2021-08
1757,R005157,G003241,2021-08
1758,R005158,G002343,2021-08
1759,R005159,G003647,2021-08
1760,R005160,G000691,2021-08
1761,R005161,G001249,2021-08
1762,R005162,G000397,2021-08
1763,R005163,G002391,2021-08
1764,R005164,G001961,2021-08
1765,R005165,G001200,2021-08
1766,R005166,G003287,2021-08
1767,R005167,G002868,2021-08
1768,R005168,G001931,2021-08
1769,R005169,G000342,2021-08
1770,R005170,G005021,2021-08
1771,R005171,G003543,2021-08
1772,R005172,G002504,2021-08
1773,R005173,G002027,2021-08
1774,R005174,G001760,2021-08
1775,R005175,G002815,2021-08
1776,R005176,G005400,2021-08
1777,R005177,G002666,2021-08
1778,R005178,G004620,2021-08
1779,R005179,G000819,2021-08
1780,R005180,G002159,2021-08
1781,R005181,G001149,2021-08
1782,R005182,G000491,2021-08
1783,R005183,G002487,2021-08
1784,R005184,G001883,2021-08
1785,R005185,G005278,2021-08
1786,R005186,G001008,2021-08
1787,R005187,G000623,2021-08
1788,R005188,G000634,2021-08
1789,R005189,G004268,2021-08
1790,R005190,G000533,2021-08
1791,R005191,G000957,2021-08
1792,R005192,G005406,2021-08
1793,R005193,G003857,2021-08
1794,R005194,G001674,2021-08
1795,R005195,G003834,2021-08
1796,R005196,G003962,2021-08
1797,R005197,G001525,2021-08
1798,R005198,G004589,2021-08
1799,R005199,G000856,2021-08
1800,R005200,G002787,2021-08
1801,R002316,G002753,2022-02
1802,R002317,G004879,2022-02
1803,R002318,G000361,2022-02
1804,R002319,G005091,2022-02
1805,R002320,G002720,2022-02
1806,R002321,G000711,2022-02
1807,R002322,G000965,2022-02
